product_id,listing_price,sale_price,discount,revenue,price_label
EF0433,55.99,33.59,0.4,2055.71,Average
EE9895,89.99,53.99,0.4,8454.83,Expensive
EE8128,59.99,35.99,0.4,2720.84,Average
EE7928,65.99,39.59,0.4,5558.44,Expensive
EE9266,89.99,53.99,0.4,777.46,Expensive
CL9915,24.99,14.99,0.4,620.59,Budget
CL7533,59.99,35.99,0.4,5506.47,Average
CM0012,49.99,24.99,0.5,4453.22,Average
CM0032,45.99,22.99,0.5,2979.5,Budget
EE8200,69.99,41.99,0.4,5215.16,Expensive
CL7332,35.99,21.59,0.4,3303.27,Budget
F37008,79.99,39.99,0.5,2159.46,Expensive
EE9728,55.99,33.59,0.4,0.0,Average
B75581,49.99,24.99,0.5,3958.42,Average
F34851,55.99,27.99,0.5,3728.27,Average
EF0434,55.99,33.59,0.4,1451.09,Average
CM0008,59.99,29.99,0.5,5128.29,Average
CL7487,39.99,19.99,0.5,1403.3,Budget
EE8212,69.99,41.99,0.4,2116.3,Expensive
CL7465,55.99,27.99,0.5,554.2,Average
EE9758,59.99,35.99,0.4,2202.59,Average
CL7334,35.99,21.59,0.4,3536.44,Budget
EE9735,55.99,33.59,0.4,2539.4,Average
CL9925,29.99,14.99,0.5,2185.54,Budget
F34820,79.99,39.99,0.5,4246.94,Expensive
CM0023,39.99,19.99,0.5,971.51,Budget
EF0584,79.99,47.99,0.4,518.29,Expensive
CL7307,39.99,19.99,0.5,1691.15,Budget
BB7066,59.99,29.99,0.5,2051.32,Average
CM0033,45.99,22.99,0.5,3434.71,Budget
CL9962,27.99,16.79,0.4,2961.76,Budget
CK9685,49.99,24.99,0.5,2518.99,Average
CJ7959,55.99,27.99,0.5,3123.68,Average
CL7546,55.99,27.99,0.5,755.73,Average
CL7286,42.99,21.49,0.5,2785.1,Budget
CJ8018,45.99,22.99,0.5,289.67,Budget
CK9447,45.99,22.99,0.5,1448.37,Budget
B96555,79.99,39.99,0.5,1511.62,Expensive
G28939,149.99,74.99,0.5,6479.14,Elite
FV3428,79.99,79.99,0.0,5759.28,Expensive
FV3289,79.99,79.99,0.0,3455.57,Expensive
CK9528,37.99,18.99,0.5,2221.83,Budget
CK9603,45.99,22.99,0.5,1820.81,Budget
CL7566,49.99,24.99,0.5,3373.65,Average
FV3671,139.99,139.99,0.0,21922.43,Elite
FV3335,89.99,89.99,0.0,1781.8,Expensive
FV3675,129.99,129.99,0.0,467.96,Elite
EG8690,55.99,39.19,0.3,4514.69,Average
F36642,55.99,39.19,0.3,3950.35,Average
CG4045,49.99,24.99,0.5,2563.97,Average
CL7633,26.99,18.89,0.3,102.01,Budget
FV3334,89.99,89.99,0.0,11986.67,Expensive
FV3361,109.99,109.99,0.0,17026.45,Elite
EG5345,75.99,75.99,0.0,7933.36,Expensive
FV3353,109.99,109.99,0.0,10691.03,Elite
FV3187,75.99,75.99,0.0,3829.9,Expensive
FV3631,79.99,79.99,0.0,2015.75,Expensive
FU7134,99.99,99.99,0.0,12418.76,Elite
FV3374,79.99,79.99,0.0,11230.6,Expensive
FV3336,89.99,89.99,0.0,5993.33,Expensive
FU9352,129.99,129.99,0.0,18718.56,Elite
FV3327,79.99,79.99,0.0,4031.5,Expensive
FU9350,129.99,129.99,0.0,233.98,Elite
FW1646,75.99,75.99,0.0,10258.65,Expensive
FV3186,75.99,75.99,0.0,10395.43,Expensive
FV3294,79.99,79.99,0.0,5615.3,Expensive
FW9618,79.99,79.99,0.0,11518.56,Expensive
FV3352,109.99,109.99,0.0,16234.52,Elite
FW1647,75.99,75.99,0.0,7249.45,Expensive
FW8423,109.99,109.99,0.0,13660.76,Elite
EE6822,65.99,39.59,0.4,4133.2,Expensive
FV3290,79.99,79.99,0.0,13102.36,Expensive
FV3305,89.99,89.99,0.0,12148.65,Expensive
EE8081,55.99,33.59,0.4,5864.81,Average
B37680,99.99,49.99,0.5,1259.75,Elite
CG6270,139.99,69.99,0.5,3905.44,Elite
CQ2031,159.99,79.99,0.5,1583.8,Elite
CG6037,119.99,59.99,0.5,1835.69,Elite
EF3539,65.99,39.59,0.4,2066.6,Expensive
EE4919,119.99,71.99,0.4,4924.12,Elite
FU9349,129.99,129.99,0.0,11231.14,Elite
CL9960,24.99,12.49,0.5,562.05,Budget
CL9968,27.99,16.79,0.4,0.0,Budget
F33805,119.99,59.99,0.5,539.91,Elite
EE6031,75.99,45.59,0.4,492.37,Expensive
BC0033,65.99,32.99,0.5,1781.46,Expensive
EE7030,119.99,71.99,0.4,3628.3,Elite
EE4923,129.99,77.99,0.4,5615.28,Elite
EE6089,59.99,35.99,0.4,1619.55,Average
EE6108,59.99,35.99,0.4,4210.83,Average
CQ2460,89.99,44.99,0.5,7369.36,Expensive
B37681,75.99,45.59,0.4,7139.39,Expensive
CQ2035,99.99,49.99,0.5,3509.3,Elite
CG6618,99.99,49.99,0.5,3689.26,Elite
FV3667,139.99,139.99,0.0,9827.3,Elite
CQ2044,79.99,39.99,0.5,5758.56,Expensive
FW9617,79.99,79.99,0.0,1727.78,Expensive
CM4692,37.99,37.99,0.0,0.0,Budget
B44619,49.99,29.99,0.4,3022.99,Average
CP9514,59.99,24.0,0.6,3758.4,Average
FV6058,49.99,34.99,0.3,4093.83,Average
G27720,79.99,39.99,0.5,1799.55,Expensive
CQ2333,59.99,35.99,0.4,1749.11,Average
FV6057,49.99,34.99,0.3,6172.24,Average
FV6056,49.99,34.99,0.3,4156.81,Average
EE5521,79.99,47.99,0.4,3541.66,Expensive
B37974,119.99,59.99,0.5,8962.51,Elite
BD7575,119.99,59.99,0.5,9286.45,Elite
EE7026,119.99,71.99,0.4,6479.1,Elite
EE6256,119.99,71.99,0.4,8941.16,Elite
CM4548,24.99,17.49,0.3,1605.58,Budget
G54050,99.99,49.99,0.5,6028.79,Elite
CI1741,49.99,20.0,0.6,3564.0,Average
EE6660,109.99,65.99,0.4,1662.95,Elite
EE7243,79.99,47.99,0.4,863.82,Expensive
EE6668,109.99,65.99,0.4,475.13,Elite
EE5086,129.99,77.99,0.4,11511.32,Elite
CM0027,49.99,29.99,0.4,377.87,Average
EF8973,89.99,53.99,0.4,5539.37,Expensive
G28940,189.99,76.0,0.6,9576.0,Elite
CJ8059,59.99,29.99,0.5,3076.97,Average
CI9941,45.99,22.99,0.5,2400.16,Budget
CL4158,26.99,18.89,0.3,2584.15,Budget
BB3293,47.99,19.2,0.6,2833.92,Average
EE5640,75.99,45.59,0.4,820.62,Expensive
CM0063,12.99,7.79,0.4,729.14,Budget
CL9946,27.99,16.79,0.4,997.33,Budget
CM0071,12.99,7.79,0.4,911.43,Budget
CM0051,14.99,8.99,0.4,16.18,Budget
CM0087,14.99,8.99,0.4,485.46,Budget
CM0048,14.99,8.99,0.4,1537.29,Budget
CM0062,12.99,7.79,0.4,420.66,Budget
G28449,79.99,39.99,0.5,3383.15,Expensive
CM0086,14.99,8.99,0.4,1165.1,Budget
CM0067,14.99,8.99,0.4,275.09,Budget
CL7559,45.99,22.99,0.5,2731.21,Budget
CJ7994,45.99,22.99,0.5,2565.68,Budget
CM0059,12.99,7.79,0.4,84.13,Budget
CL7462,45.99,22.99,0.5,2358.77,Budget
CK9680,49.99,24.99,0.5,3058.78,Average
CM0024,39.99,23.99,0.4,2634.1,Budget
CL9924,29.99,17.99,0.4,2946.76,Budget
F34564,45.99,22.99,0.5,2441.54,Budget
CJ7972,52.99,26.49,0.5,3337.74,Average
CL7283,42.99,21.49,0.5,3171.92,Budget
CK9465,39.99,19.99,0.5,1691.15,Budget
EE9514,79.99,39.99,0.5,5974.51,Expensive
CM0047,15.99,9.59,0.4,776.79,Budget
G27026,109.99,76.99,0.3,4296.04,Elite
F36338,59.99,29.99,0.5,3832.72,Average
CJ8077,49.99,24.99,0.5,2204.12,Average
CM0028,49.99,29.99,0.4,2375.21,Average
CL9939,32.99,19.79,0.4,997.42,Budget
CM0056,12.99,7.79,0.4,434.68,Budget
CL9916,27.99,16.79,0.4,2145.76,Budget
CL9950,27.99,16.79,0.4,483.55,Budget
EE9973,75.99,45.59,0.4,6647.02,Expensive
CL7359,32.99,16.49,0.5,712.37,Budget
BB7614,59.99,29.99,0.5,1835.39,Average
CL9965,27.99,16.79,0.4,60.44,Budget
CQ1176,75.99,37.99,0.5,5538.94,Expensive
CL9913,24.99,14.99,0.4,1591.94,Budget
EE8115,59.99,35.99,0.4,777.38,Average
EE7497,59.99,35.99,0.4,4340.39,Average
F97209,119.99,59.99,0.5,8854.52,Elite
EE8114,59.99,35.99,0.4,64.78,Average
CM0046,15.99,9.59,0.4,1450.01,Budget
EF0133,59.99,35.99,0.4,6413.42,Average
EE9969,75.99,45.59,0.4,6072.59,Expensive
EG8062,75.99,53.19,0.3,4308.39,Expensive
EE9867,65.99,39.59,0.4,997.67,Expensive
EE6187,39.99,23.99,0.4,259.09,Budget
EF1037,59.99,35.99,0.4,1554.77,Average
EE9833,59.99,35.99,0.4,4469.96,Average
EE9835,59.99,35.99,0.4,64.78,Average
B96508,119.99,59.99,0.5,9934.34,Elite
AQ1136,149.99,74.99,0.5,8773.83,Elite
CQ2029,159.99,79.99,0.5,7631.05,Elite
EE9862,65.99,39.59,0.4,2137.86,Expensive
EE8325,49.99,29.99,0.4,2537.15,Average
BY2976,109.99,44.0,0.6,2059.2,Elite
EE9970,75.99,45.59,0.4,246.19,Expensive
EE9840,55.99,33.59,0.4,1995.25,Average
EF0130,59.99,35.99,0.4,4146.05,Average
F34882,59.99,29.99,0.5,2159.28,Average
CQ2042,79.99,39.99,0.5,3815.05,Expensive
EF0135,59.99,35.99,0.4,777.38,Average
AQ1141,79.99,32.0,0.6,3916.8,Expensive
BD8017,139.99,69.99,0.5,251.96,Elite
EF1036,59.99,35.99,0.4,5636.03,Average
FV3914,89.99,89.99,0.0,13606.49,Expensive
B28041,89.99,44.99,0.5,4130.08,Expensive
B37534,99.99,49.99,0.5,7288.54,Elite
EF1899,89.99,53.99,0.4,5247.83,Expensive
EE5615,59.99,35.99,0.4,5506.47,Average
CQ2034,99.99,49.99,0.5,1349.73,Elite
EF4457,75.99,75.99,0.0,7112.66,Expensive
CQ2530,119.99,59.99,0.5,5831.03,Elite
EE8220,45.99,27.59,0.4,2632.09,Budget
EE5182,129.99,77.99,0.4,8001.77,Elite
AW4212,49.99,34.99,0.3,3023.14,Average
CG6025,119.99,59.99,0.5,9178.47,Elite
EE5175,129.99,77.99,0.4,9686.36,Elite
CG6142,79.99,39.99,0.5,3239.19,Expensive
EE5917,129.99,77.99,0.4,11090.18,Elite
EE5567,79.99,47.99,0.4,6996.94,Expensive
DA8966,99.99,49.99,0.5,1979.6,Elite
EE4679,79.99,47.99,0.4,1468.49,Expensive
F34751,49.99,24.99,0.5,3013.79,Average
EE4682,79.99,47.99,0.4,7860.76,Expensive
F36389,149.99,74.99,0.5,1889.75,Elite
CK9720,42.99,21.49,0.5,2359.6,Budget
CG3527,119.99,59.99,0.5,2051.66,Elite
EF3533,65.99,39.59,0.4,1639.03,Expensive
CK9728,29.99,14.99,0.5,2293.47,Budget
BB7218,109.99,54.99,0.5,9205.33,Elite
BB2270,119.99,48.0,0.6,6739.2,Elite
BB7235,75.99,37.99,0.5,3487.48,Expensive
BB7231,75.99,37.99,0.5,1025.73,Expensive
BB7219,109.99,54.99,0.5,5345.03,Elite
CL4155,26.99,18.89,0.3,340.02,Budget
EE5876,65.99,39.59,0.4,285.05,Expensive
EE5303,129.99,77.99,0.4,3790.31,Elite
EE4938,119.99,71.99,0.4,11791.96,Elite
EE5179,129.99,77.99,0.4,11651.71,Elite
BZ0632,169.99,68.0,0.6,9302.4,Elite
CM4550,24.99,17.49,0.3,94.45,Budget
CL9934,29.99,17.99,0.4,1392.43,Budget
CL7379,49.99,29.99,0.4,4534.49,Average
CL9919,29.99,17.99,0.4,2849.62,Budget
G27860,129.99,64.99,0.5,11113.29,Elite
CJ3412,45.99,22.99,0.5,413.82,Budget
CL7631,26.99,18.89,0.3,3128.18,Budget
CL7273,49.99,29.99,0.4,161.95,Average
CL7630,26.99,18.89,0.3,1496.09,Budget
EE9848,69.99,41.99,0.4,755.82,Expensive
CL7617,39.99,23.99,0.4,1813.64,Budget
BB9775,39.99,23.99,0.4,43.18,Budget
B37343,179.99,89.99,0.5,8423.06,Elite
G28225,219.99,109.99,0.5,3761.66,Elite
DB3539,139.99,69.99,0.5,11086.42,Elite
G26777,159.99,79.99,0.5,3743.53,Elite
CJ0081,45.99,22.99,0.5,455.2,Budget
EE8333,69.99,41.99,0.4,4610.5,Expensive
CQ1175,75.99,37.99,0.5,2256.61,Expensive
DA9306,59.99,35.99,0.4,2720.84,Average
F36163,59.99,47.99,0.2,2764.22,Average
CL7411,45.99,22.99,0.5,2276.01,Budget
CL7444,42.99,21.49,0.5,773.64,Budget
EE7879,65.99,39.59,0.4,1140.19,Expensive
EE9676,59.99,35.99,0.4,3563.01,Average
EE7600,55.99,33.59,0.4,2539.4,Average
EF0128,65.99,39.59,0.4,5273.39,Expensive
EG3489,69.99,55.99,0.2,4635.97,Expensive
CM4733,45.99,36.79,0.2,3774.65,Budget
CM0025,39.99,23.99,0.4,2979.56,Budget
CM4734,45.99,36.79,0.2,2185.33,Budget
CM4736,45.99,36.79,0.2,2052.88,Budget
CM4865,47.99,38.39,0.2,5389.96,Average
CM4909,39.99,31.99,0.2,1209.22,Budget
CM4664,45.99,36.79,0.2,1456.88,Budget
CM4798,39.99,31.99,0.2,5470.29,Budget
CM4972,45.99,36.79,0.2,4105.76,Budget
EG8063,75.99,53.19,0.3,2393.55,Expensive
CM4799,39.99,31.99,0.2,2303.28,Budget
CM4665,45.99,36.79,0.2,331.11,Budget
CM4908,39.99,31.99,0.2,5643.04,Budget
CM4666,45.99,36.79,0.2,331.11,Budget
CM4973,45.99,36.79,0.2,2913.77,Budget
CM4632,55.99,44.79,0.2,3224.88,Average
CM4647,49.99,39.99,0.2,5182.7,Average
CM4868,47.99,38.39,0.2,2073.06,Average
CM4646,49.99,39.99,0.2,4174.96,Average
CM4718,52.99,42.39,0.2,6485.67,Average
CM4693,39.99,31.99,0.2,2303.28,Budget
CM4904,39.99,31.99,0.2,5182.38,Budget
CM4774,42.99,34.39,0.2,2104.67,Budget
CM4617,55.99,44.79,0.2,4272.97,Average
CM4935,47.99,38.39,0.2,1451.14,Average
CM4755,47.99,38.39,0.2,5942.77,Average
EF1224,99.99,59.99,0.4,5939.01,Elite
D96450,95.99,47.99,0.5,1814.02,Elite
CM4618,55.99,44.79,0.2,4756.7,Average
AQ0886,79.99,39.99,0.5,2951.26,Expensive
B28068,69.99,34.99,0.5,3841.9,Expensive
CQ2618,69.99,34.99,0.5,2960.15,Expensive
CM4694,39.99,31.99,0.2,5124.8,Budget
FV4049,109.99,109.99,0.0,18412.33,Elite
G27721,79.99,39.99,0.5,4750.81,Expensive
BD7791,149.99,74.99,0.5,9178.78,Elite
FV4329,109.99,109.99,0.0,5741.48,Elite
FV4057,109.99,109.99,0.0,13264.79,Elite
FV4044,109.99,109.99,0.0,18412.33,Elite
FV4325,109.99,109.99,0.0,13858.74,Elite
FV4331,109.99,109.99,0.0,5345.51,Elite
FV4359,119.99,119.99,0.0,3671.69,Elite
FV4319,109.99,109.99,0.0,989.91,Elite
FV3700,129.99,129.99,0.0,19654.49,Elite
FV4318,109.99,109.99,0.0,14650.67,Elite
CG6130,79.99,39.99,0.5,71.98,Expensive
CG4050,47.99,23.99,0.5,1597.73,Average
FV4330,109.99,109.99,0.0,1979.82,Elite
FV4317,109.99,109.99,0.0,10295.06,Elite
DB0444,55.99,27.99,0.5,3778.65,Average
F36255,69.99,34.99,0.5,4156.81,Expensive
B96474,55.99,27.99,0.5,1360.31,Average
B37530,99.99,49.99,0.5,8638.27,Elite
B37528,99.99,49.99,0.5,8548.29,Elite
FV4350,119.99,119.99,0.0,8639.28,Elite
B44830,65.99,32.99,0.5,5166.23,Expensive
B37942,79.99,39.99,0.5,503.87,Expensive
B96551,59.99,29.99,0.5,4696.43,Average
B43884,65.99,32.99,0.5,118.76,Expensive
B75587,47.99,23.99,0.5,863.64,Average
F36513,55.99,27.99,0.5,2771.01,Average
F34341,65.99,32.99,0.5,1662.7,Expensive
D96552,89.99,44.99,0.5,6316.6,Expensive
D98204,79.99,39.99,0.5,3959.01,Expensive
G26782,129.99,64.99,0.5,3509.46,Elite
EE4950,119.99,71.99,0.4,12310.29,Elite
EE5018,119.99,71.99,0.4,9589.07,Elite
EE5907,129.99,77.99,0.4,8142.16,Elite
BY9250,129.99,52.0,0.6,187.2,Elite
BB2042,89.99,36.0,0.6,4406.4,Expensive
EF0321,129.99,77.99,0.4,12774.76,Elite
BB2278,89.99,36.0,0.6,3952.8,Expensive
EE4926,119.99,71.99,0.4,3109.97,Elite
EE4918,119.99,71.99,0.4,9459.49,Elite
EE4928,119.99,71.99,0.4,12699.04,Elite
EE8218,45.99,27.59,0.4,3327.35,Budget
EE5150,89.99,53.99,0.4,3304.19,Expensive
B22706,59.99,35.99,0.4,5247.34,Average
CQ2740,89.99,44.99,0.5,242.95,Expensive
CQ2105,75.99,37.99,0.5,6086.0,Expensive
CQ2106,75.99,37.99,0.5,4102.92,Expensive
EF3534,75.99,45.59,0.4,6400.84,Expensive
CQ3012,79.99,39.99,0.5,6622.34,Expensive
DB3277,79.99,39.99,0.5,5614.6,Expensive
CQ2032,169.99,84.99,0.5,11167.69,Elite
BB6708,89.99,44.99,0.5,728.84,Expensive
CM4937,47.99,38.39,0.2,4698.94,Average
CM4756,47.99,38.39,0.2,4284.32,Average
CG6048,79.99,39.99,0.5,3815.05,Expensive
CG5673,69.99,34.99,0.5,818.77,Expensive
EE9726,49.99,24.99,0.5,269.89,Average
EF1421,99.99,59.99,0.4,1403.77,Elite
EF0786,119.99,71.99,0.4,10107.4,Elite
EE9722,49.99,24.99,0.5,3463.61,Average
EF1424,99.99,59.99,0.4,7882.69,Elite
G27273,79.99,47.99,0.4,3282.52,Expensive
EF0812,79.99,47.99,0.4,1209.35,Expensive
G28062,139.99,83.99,0.4,9373.28,Elite
EF0789,119.99,71.99,0.4,1166.24,Elite
EF0787,119.99,71.99,0.4,4276.21,Elite
G26994,119.99,71.99,0.4,10755.31,Elite
F34099,139.99,83.99,0.4,3023.64,Elite
EF1581,119.99,71.99,0.4,9977.81,Elite
G28058,159.99,95.99,0.4,3628.42,Elite
G27403,119.99,71.99,0.4,6608.68,Elite
G26939,119.99,71.99,0.4,1943.73,Elite
G28202,79.99,47.99,0.4,345.53,Expensive
EF1164,149.99,89.99,0.4,2915.68,Elite
EF8904,139.99,83.99,0.4,7559.1,Elite
G28450,79.99,47.99,0.4,8465.44,Expensive
CM4759,47.99,38.39,0.2,4906.24,Average
EF8903,139.99,83.99,0.4,4081.91,Elite
F35445,79.99,47.99,0.4,5528.45,Expensive
B75807,79.99,79.99,0.0,2735.66,Expensive
CJ0079,45.99,18.4,0.6,563.04,Budget
CM0084,14.99,8.99,0.4,1035.65,Budget
EE5358,79.99,47.99,0.4,5614.83,Expensive
B96556,79.99,39.99,0.5,1871.53,Expensive
CM0035,47.99,28.79,0.4,3731.18,Average
EE4572,75.99,45.59,0.4,0.0,Expensive
CL7309,35.99,17.99,0.5,3108.67,Budget
CL7610,37.99,18.99,0.5,2187.65,Budget
B37616,109.99,65.99,0.4,5463.97,Elite
FV3032,79.99,79.99,0.0,6767.15,Expensive
BD7597,119.99,59.99,0.5,6262.96,Elite
BZ0085,79.99,39.99,0.5,5974.51,Expensive
EE5083,129.99,77.99,0.4,3088.4,Elite
CL7561,45.99,22.99,0.5,2731.21,Budget
F97208,119.99,59.99,0.5,7774.7,Elite
EE5404,79.99,47.99,0.4,8119.91,Expensive
CL9998,39.99,23.99,0.4,2202.28,Budget
EE8373,75.99,45.59,0.4,3282.48,Expensive
F36418,59.99,29.99,0.5,2429.19,Average
CL9921,29.99,17.99,0.4,1910.54,Budget
F35499,39.99,23.99,0.4,2936.38,Budget
EE5641,75.99,45.59,0.4,2790.11,Expensive
F34983,79.99,39.99,0.5,4966.76,Expensive
F36985,59.99,29.99,0.5,809.73,Average
B79771,55.99,27.99,0.5,3274.83,Average
CJ7956,55.99,27.99,0.5,3627.5,Average
CJ7995,45.99,22.99,0.5,3434.71,Budget
F36467,59.99,29.99,0.5,4480.51,Average
CG4048,49.99,24.99,0.5,2384.05,Average
F34437,45.99,22.99,0.5,537.97,Budget
CG6205,79.99,39.99,0.5,1799.55,Expensive
EG8695,55.99,39.19,0.3,3103.85,Average
B41939,79.99,39.99,0.5,6118.47,Expensive
CG6199,75.99,37.99,0.5,5675.71,Expensive
B37720,75.99,37.99,0.5,1641.17,Expensive
AQ1087,89.99,44.99,0.5,5668.74,Expensive
B37759,79.99,39.99,0.5,2159.46,Expensive
AQ1027,89.99,44.99,0.5,1376.69,Expensive
B37990,69.99,34.99,0.5,1826.48,Expensive
B37651,119.99,59.99,0.5,5507.08,Elite
B28164,79.99,39.99,0.5,6622.34,Expensive
B28163,79.99,39.99,0.5,2447.39,Expensive
B37983,75.99,37.99,0.5,5265.41,Expensive
DB2689,85.99,42.99,0.5,3869.1,Expensive
CG6056,75.99,37.99,0.5,1367.64,Expensive
CG6460,79.99,39.99,0.5,143.96,Expensive
CG6108,79.99,39.99,0.5,1367.66,Expensive
BD8024,119.99,59.99,0.5,10582.24,Elite
D96444,89.99,44.99,0.5,809.82,Expensive
BD8007,119.99,59.99,0.5,431.93,Elite
CG6065,79.99,39.99,0.5,5326.67,Expensive
G27719,79.99,39.99,0.5,6478.38,Expensive
CG6187,139.99,69.99,0.5,6929.01,Elite
G27648,79.99,39.99,0.5,1007.75,Expensive
EE8279,75.99,37.99,0.5,2666.9,Expensive
EE8247,42.99,25.79,0.4,1578.35,Budget
EE8612,79.99,39.99,0.5,2663.33,Expensive
CQ1068,69.99,34.99,0.5,3967.87,Expensive
B37635,109.99,54.99,0.5,7027.72,Elite
DB3065,69.99,34.99,0.5,3023.14,Expensive
CQ1092,69.99,34.99,0.5,1511.57,Expensive
DB3083,75.99,37.99,0.5,5607.32,Expensive
CG6222,119.99,59.99,0.5,6910.85,Elite
DB3078,75.99,37.99,0.5,478.67,Expensive
DB2707,139.99,69.99,0.5,6551.06,Elite
D96553,89.99,44.99,0.5,0.0,Expensive
EF0580,45.99,27.59,0.4,3625.33,Budget
EF0581,45.99,27.59,0.4,2284.45,Budget
G25848,129.99,77.99,0.4,12072.85,Elite
EE9745,45.99,27.59,0.4,4221.27,Budget
EE7899,45.99,27.59,0.4,2135.47,Budget
G28386,32.99,32.99,0.0,4928.71,Budget
EE6784,49.99,29.99,0.4,971.68,Average
DB3349,95.99,57.59,0.4,9640.57,Elite
EE6816,35.99,35.99,0.0,1489.99,Budget
DB3401,75.99,45.59,0.4,656.5,Expensive
EG1865,35.99,35.99,0.0,1295.64,Budget
EG2037,19.99,19.99,0.0,1727.14,Budget
CM6057,12.99,12.99,0.0,865.13,Budget
EG2035,19.99,19.99,0.0,323.84,Budget
EE5614,59.99,35.99,0.4,1295.64,Average
EF9225,75.99,45.59,0.4,4923.72,Expensive
EE5174,129.99,77.99,0.4,13336.29,Elite
CM6058,12.99,12.99,0.0,187.06,Budget
EE5915,129.99,77.99,0.4,12213.23,Elite
BY2949,75.99,30.4,0.6,3447.36,Expensive
EE5933,75.99,45.59,0.4,7385.58,Expensive
F34865,59.99,29.99,0.5,1889.37,Average
S80662,59.99,24.0,0.6,1209.6,Average
CM6059,12.99,12.99,0.0,397.49,Budget
CJ8016,49.99,24.99,0.5,1484.41,Average
CL7428,45.99,22.99,0.5,2110.48,Budget
EE4843,119.99,71.99,0.4,259.16,Elite
CK9670,59.99,29.99,0.5,2591.14,Average
EE7740,129.99,77.99,0.4,5334.52,Elite
EE8969,79.99,47.99,0.4,3282.52,Expensive
BZ0087,79.99,39.99,0.5,4462.88,Expensive
F36256,69.99,34.99,0.5,5038.56,Expensive
EE5362,79.99,47.99,0.4,7169.71,Expensive
F35762,45.99,22.99,0.5,3807.14,Budget
EE5837,65.99,39.59,0.4,5914.75,Expensive
EE4576,75.99,45.59,0.4,4267.22,Expensive
EE6991,89.99,53.99,0.4,4567.55,Expensive
EE6012,149.99,89.99,0.4,809.91,Elite
EE4470,75.99,45.59,0.4,6482.9,Expensive
EE6327,109.99,65.99,0.4,8908.65,Elite
AQ8530,69.99,34.99,0.5,4471.72,Expensive
CI9990,49.99,24.99,0.5,2788.88,Average
EE7064,75.99,45.59,0.4,2297.74,Expensive
F36417,59.99,41.99,0.3,7255.87,Average
EE4808,89.99,53.99,0.4,777.46,Expensive
F36431,59.99,41.99,0.3,2872.12,Average
B44669,55.99,27.99,0.5,50.38,Average
B43745,55.99,39.19,0.3,2539.51,Average
CJ8021,45.99,22.99,0.5,3062.27,Budget
CM4549,24.99,17.49,0.3,1164.83,Budget
EE8374,75.99,37.99,0.5,1504.4,Expensive
CL4154,26.99,18.89,0.3,884.05,Budget
CL7609,37.99,18.99,0.5,683.64,Budget
CK9456,49.99,24.99,0.5,4003.4,Average
EG4372,59.99,41.99,0.3,4308.17,Average
CJ8987,49.99,24.99,0.5,1439.42,Average
EG4303,55.99,39.19,0.3,2257.34,Average
BB7616,59.99,29.99,0.5,1295.57,Average
EE5603,59.99,35.99,0.4,5506.47,Average
EE8970,79.99,47.99,0.4,691.06,Expensive
CJ8113,42.99,21.49,0.5,1005.73,Budget
CL7463,45.99,22.99,0.5,3186.41,Budget
F97210,55.99,33.59,0.4,120.92,Average
B44732,59.99,29.99,0.5,4642.45,Average
EE6807,55.99,33.59,0.4,1753.4,Average
F35515,229.99,137.99,0.4,8444.99,Elite
F35615,59.99,35.99,0.4,2526.5,Average
CK9466,39.99,19.99,0.5,575.71,Budget
F36650,59.99,29.99,0.5,971.68,Average
BC1040,79.99,39.99,0.5,4606.85,Expensive
EF0810,79.99,39.99,0.5,3815.05,Expensive
CL9963,27.99,16.79,0.4,1208.88,Budget
BB6917,65.99,32.99,0.5,4809.94,Expensive
CL9938,27.99,16.79,0.4,1934.21,Budget
CL9997,39.99,23.99,0.4,3929.56,Budget
CL7642,26.99,18.89,0.3,1360.08,Budget
F35040,69.99,41.99,0.4,7482.62,Expensive
CJ8017,45.99,22.99,0.5,786.26,Budget
EE9727,49.99,24.99,0.5,179.93,Average
CJ8012,49.99,24.99,0.5,2653.94,Average
CL7632,26.99,18.89,0.3,2278.13,Budget
CL7486,39.99,19.99,0.5,3274.36,Budget
BZ0631,99.99,40.0,0.6,2160.0,Elite
D98056,109.99,54.99,0.5,8512.45,Elite
CM4824,29.99,29.99,0.0,3832.72,Budget
CM4825,29.99,29.99,0.0,485.84,Budget
B43753,55.99,33.59,0.4,3869.57,Average
FV4349,119.99,119.99,0.0,8423.3,Elite
F36517,42.99,25.79,0.4,928.44,Budget
EE8131,55.99,33.59,0.4,665.08,Average
EE9737,49.99,29.99,0.4,539.82,Average
EF1060,65.99,39.59,0.4,1639.03,Expensive
EE9938,65.99,39.59,0.4,5415.91,Expensive
EE8353,59.99,35.99,0.4,518.26,Average
EF0452,49.99,29.99,0.4,3886.7,Average
EE5170,129.99,77.99,0.4,4351.84,Elite
EE5153,89.99,53.99,0.4,5247.83,Expensive
EE4842,119.99,71.99,0.4,7386.17,Elite
EE4958,119.99,71.99,0.4,11014.47,Elite
EE4922,129.99,77.99,0.4,1123.06,Elite
EE6046,79.99,47.99,0.4,6651.41,Expensive
EE6130,59.99,35.99,0.4,64.78,Average
EF3523,65.99,65.99,0.0,1544.17,Expensive
EF3535,75.99,45.59,0.4,3938.98,Expensive
FW2818,109.99,109.99,0.0,3365.69,Elite
EE5535,79.99,47.99,0.4,1641.26,Expensive
EF3531,65.99,65.99,0.0,7958.39,Expensive
